Text,Target,clened_text
مامانم تعریف میکنه یبار که سفره ناهار پهن بود بابام به شوخی به خواهر بزرگم كه اوموقع ٧سالش بود میگه برو به آقای رستمی بگو بیاد سفره‌رو جمع کنه چند دقیقه بعد آقای رستمی سرهنگ مملکت و البته همکار و دوست بابام هم بود همراه خواهرم اومدو گفت فقط سفره‌رو جمع کنم یا ظرفارم بشورم:))))  》دُخْتَر حآجى《  @OfficialPersianTwitter,3,مامانم تعریف میکنه یبار سفره نار پهن بابام شوخی خواهر بزرگم اوموقع ۷ سالش میگه برو رستمی بگو بیاد سفرهرو کنه دقیقه رستمی سرهنگ مملکت همکار دوست بابام همراه خواهرم اومدو سفرهرو ظرفارم بشورم دختر حآجی
زندگی متاهلی خیلی سخته ها مثلا باید زنت رو دلداری بدی بخاطر اینکه گوجه هاش تو سالاد شکل گل رز در نیومده  》حاج مستر‌《  @OfficialPersianTwitter,1,زندگی متاهلی سخته‌ مثلا زنت دلداری بدی بخاطر گوجه ش سالاد شکل گل رز نیومده حاج مستر
"آیا می‌دونستید شیرازی‌ها یه غذا دارن به نام قنبرپلو! تو این غذا پر از گردو و کشمش و رب اناره. در واقع از بس خوشمزه بوده بهش میگفتن ""غم بر پلو"" که کم کم تبدیل شده به قنبرپلو.‌  》کاکو《  @OfficialPersianTwitter",1,میدونستید شیرازی  غذا دارن نام قنبرپلو غذا گردو کشمش رب اناره واقع بس خوشمزه بهش میگفتن غم پلو کم‌کم تبدیل‌شده قنبرپلو کاکو
یه ساقی بود محله ما ازش نسیه جنس گرفته بودم رفته بود به بابام گفته بود بدهی پسرتو بده بابامم خیلی عصبانی گفته بود پسر من چرا به شما بدهکاره ؟؟ اونم روش نشده بود حقیقتو بگه گفته بود تو تلگرام بهش استیکر فروختم  》خلافکار《  @OfficialPersianTwitter,2, ساقی محله ازش نسیه جنس گرفته_بودم رفته_بود بابام گفته_بود بدهی پسرتو بده بابامم عصبانی گفته_بود پسر بدهکاره اونم نشده_بود حقیقتو بگه گفته_بود تلگرام بهش استیکر فروختم خلافکار
این ماشین لباسشویی ما به حدی از تکون خوردن رسیده که روشنش میکنیم باید تو محل دنبالش بگردیم. اون روز داشتم از سرکار برمیگشتم دیدم با شلوار شیش جیب سر کوچه وایساده سیگار میکشه، هر کی رد میشه میگه جووون بده بشوریم.  》Mahdi Ghorbani《  @OfficialPersianTwitter,1,ماشین لباسشویی حدی تکون خوردن رسیده روشنش محل دنبالش بگردیم اون روز داشتم سرکار برمیگشتم دیدم شلوار شیش جیب سر کوچه وایساده سیگار میکشه کی رد میشه میگه جون بده بشوریم
از آموزش و پرورش بازرس اومده بود، سرکلاس کلی راجع به جنگ و اسلام و... اینا حرف زد، بعد به نوبت از دانش آموزا سوال می پرسید. از یکی پرسید «تو نماز جمعه چرا امام جماعت تفنگ دستش میگیره؟». گفت: «واسه اینکه اگه وسط نماز کسی با بغل دستیش حرف زد، با تیر بزنتش»😂  》حمیداحمدی《  @OfficialPersianTwitter,2,آموزش پرورش بازرس اومده سرکلاس راجع جنگ اسلام اینا حرف زد نوبت دانش آموزا سوال می‌پرسید پرسید نماز جمعه امام جماعت تفنگ دستش میگیره واسه اگه وسط نماز بغل دستیش حرف زد تیر بزنتش😂 حمیداحمدی
شما اگه تو گینه بیسائو هم یه سیگار روشن کنی، یهو میبینی یه آشنا از تو ماتحت شیر در میاد باهات سلام احوال پرسی میکنه  》شهاب سنگ《  @OfficialPersianTwitter,1,اگه گینه بیسائو  سیگار روشن کنی یهو می‌بینی  آشنا ماتحت شیر میاد بات سلام احوال‌پرسی میکنه شب‌سنگ
مطب دکتر خیلی شلوغ بود، یکی گفت بذارین من زودتر برم فقط میخوام دکتر ببینه منو اون یکی مریض عصبانی شد گفت: فک کردی میخواد مارو بماله؟ مطب رفت رو هوا  》کـالامـٰاری《  @OfficialPersianTwitter,3,مطب دکتر شلوغ بذارین زودتر برم میخوام دکتر ببینه منو اون مریض عصبانی فک کردی میخواد مارو بماله مطب هوا کالاماری
تو درساش معلمشون بهش ویرگول رو یاد داده موقع خوندن یهو ميبینی نشسته داره دیوارو نگاه میکنه، میگی چی شد بخون دیگه! میگه ویرگوله باید صبر کرد میگم یه لحظه صبر! نه این همهههه قشنگ یه دیقه به احترام ویرگول سکوت ميکنه بچه‌ام  》Sareh《  @OfficialPersianTwitter,3,درساش معلمشون بهش ویرگول یاد موقع خوندن یهو می‌بینی نشسته داره دیوارو نگاه میکنه میگی چی بخون دیگه میگه ویرگوله صبر میگم  لحظه صبر قشنگ  دیقه احترام ویرگول سکوت میکنه بچم
مامانم اینا هروقت میخوان باهام صحبت کنن جفت چراغای اتاقمو روشن میکنن انگار تو نور کم من نمیشنوم  》Nahal《  @OfficialPersianTwitter,1,مامانم اینا هروقت میخوان بام صحبت کنن جفت چراغای اتاقمو روشن میکنن انگار نور نمی‌شنوم
امروز تو خونه یه جعبه سوهان پیدا کردم که توش واقعا سوهان بود و اشک تو چشام جمع شد  》الـــــهــــه《  @OfficialPersianTwitter,2,امروز خونه  جعبه سون توش واقعا سون اشک چشام الهه
پایان بازی غنا و کره جنوبی از گروه H رقابت های جام جهانی‌ قطر با پیروزی غنا به پایان رسید  غنا ۳ - ۲ کره جنوبی  》OPT《  @OfficialPersianTwitter,1,پایان بازی غنا کره جنوبی گروه رقابت‌ی جام جنی قطر پیروزی غنا پایان غنا کره جنوبی
‏امروز رفتم یه جا پیش روانشناس، طبقه چهارم بود آسانسورم نداشت. نزدیکای طبقه چهارم به خودم قول دادم هرچی زودتر خوب شم.  *karime*  @OfficialPersianTwitter,1,امروز رفتم  روانشناس طبقه آسانسورم نداشت نزدیکای طبقه خودم قول دادم هرچی زودتر شم
"ما ترکا وقتی میخوایم کسی رو بدرقه کنیم بره با تموم احساسمون میگیم ""باز شو"" زیبا نیست؟   *پلیدک الرعایا*  @OfficialPersianTwitter",1,ترکا میخوایم بدرقه بره تموم احساسمون میگیم شو زیبا پلیدک الرعایا
هرجا که باشی مایکروسافت پیدات می‌کنه و یه اپدیت بهت میده.  *مهدی پسر ابراهیم*  @OfficialPersianTwitter,1,هرجا باشی مایکروسافت پیدات میکنه  اپدیت بهت میده مهدی پسر ابراهیم
اگه منو کالبد شکافی کنن معده گاو توی بدن یه انسان مردنی کشف میکنن  *ففری*  @OfficialPersianTwitter,1,اگه منو کالبد شکافی کنن معده گاو توی بدن  انسان مردنی کشف میکنن ففری
میگن صبح نیم ساعت زود پاشو ورزش کن،نمیدونن من شب ها با جوراب میخوابم که صبح ها ۲دقیقه بیشتر بخوابم  *کاپیتان*  @OfficialPersianTwitter,1,میگن صبح نیم ساعت زود پاشو ورزش کننمیدونن شب‌ جوراب می‌خوابم صبح‌ دقیقه بخوابم کاپیتان
هنوز منتظرم لباسايي كه مامانم تو بچگي برام ميخريد سايزم شه :/  *خانمِ آقاي ميم*  @OfficialPersianTwitter,1,منتظرم لباسایی مامانم بچگی برام می‌خرید سایزم شه خانم می‌م
«سلام للذین ایمیلناهم عبثا» سلام به کسانی که بیهوده بهشان ایمیل زدیم......  *ممرضا*  @OfficialPersianTwitter,1,سلام للذین ایمیلناهم عبثا سلام بیهوده بهشان ایمیل زدیم ممرضا
تمام خلافایی که تو زندگیم کردم حاصل گوش کردن به حرف مامانم بود که میگفت: «از بچه‌های مردم یاد بگیر»   *هابیل*  @OfficialPersianTwitter,1,خلافایی زندگیم حاصل گوش حرف مامانم می‌گفت بچه‌ی مردم یاد بگیر بیل
آسانسور از کجا میفهمه ما تو کدوم طبقه ایم که همیشه تو دورترین حالت ممکنه؟!!!  》خانم آقاي ميم《  @OfficialPersianTwitter,1,آسانسور کجا میفهمه کدوم طبقه‌ایم دورترین حالت ممکنه خانم می‌م
مدارس مقطع ابتدایی استان‌های تهران و البرز روز چهارشنبه غیرحضوری شد/ تعطیلی مهدکودک‌ها  به علت آلودگی هوا چهارشنبه ۹ آذر ماه در تمامی شهرستان‌های استان تهران و البرز به جز پردیس، دماوند و فیروزکوه مهدهای کودک و پیش‌دبستانی‌ها تعطیل و مقطع ابتدایی غیرحضوری و به صورت مجازی دایر است.   همچنین فعالیت‌های ورزشی در فضاهای باز روز پنج شنبه ممنوع است.  》OPT《  @OfficialPersianTwitter,1,مدارس مقطع ابتدایی استانی تهران البرز روز چرشنبه غیرحضوری تعطیلی مهدکودک آلودگی هوا چرشنبه آذر ماه شهرستانی استان تهران البرز پردیس دماوند فیروزکوه مهدی کودک پیشدبستانی تعطیل مقطع ابتدایی غیرحضوری صورت مجازی دایر فعالیتی ورزشی فضای روز پنج‌شنبه ممنوع
